steps,avg_reward,success_rate,sps
100000,1.698359076614297,0.0,1321
200000,1.8185422482361902,0.0,1319
300000,1.7348596004059074,0.0,1318
400000,1.776997978053987,0.0,1317
500000,1.7412187320462544,0.0,1318
600000,1.7931227249559014,0.0,1317
700000,1.8643581647815335,0.0,1314
800000,1.768962682406418,0.0,1309
900000,2.0573361846541958,0.0,1304
1000000,2.2495697463368654,0.0,1292
1100000,0.6010271280464633,0.0,1285
1200000,0.8072370589046023,0.0,1275
1300000,1.5084260746497058,0.0,1269
1400000,1.0058962175485067,0.0,1262
1500000,1.2733249350165716,0.0,1255
1600000,1.1155212948808912,0.0,1249
1700000,1.9667687456068053,0.0,1241
1800000,1.5957107867923332,0.0,1234
1900000,1.5078599396600476,0.0,1226
2000000,1.5187539107530028,0.0,1216
2100000,1.4023243229425133,0.0,1208
2200000,1.5200463385670446,0.0,1202
2300000,1.438049339755671,0.0,1197
2400000,1.6190279845672193,0.0,1190
2500000,1.507206359320553,0.0,1184
2600000,1.3067890067689587,0.0,1180
2700000,1.4179472869762686,0.0,1175
2800000,1.6859330399532337,0.0,1171
2900000,1.4509409791743382,0.0,1167
3000000,1.2794775461684913,0.0,1163
3100000,1.4496327259263488,0.0,1160
3200000,1.3604181158005304,0.0,1157
3300000,1.5099183755082777,0.0,1154
3400000,1.3550666945974807,0.0,1152
3500000,1.3932806927920318,0.0,1151
3600000,1.6722187059826683,0.0,1151
3700000,1.2630358193514986,0.0,1149
3800000,1.37053332289448,0.0,1147
3900000,1.5838664665608666,0.0,1146
4000000,1.3163980845676269,0.0,1144
4100000,1.3258169606199954,0.0,1142
4200000,1.3328734461968998,0.0,1140
4300000,1.2752893084788228,0.0,1137
4400000,1.5100082958402345,0.0,1135
4500000,1.7253218057972846,0.0,1134
4600000,1.8432163635478356,0.0,1134
4700000,1.50304216352175,0.0,1133
4800000,1.8856531042989808,0.0,1133
4900000,1.936414582650177,0.0,1132
5000000,1.45495037893299,0.0,1132
5100000,1.6857036135450472,0.0,1132
5200000,1.5731819264567457,0.0,1132
5300000,1.8343551932962145,0.0,1132
5400000,1.5675163655215874,0.0,1131
5500000,1.7703617457603105,0.0,1131
5600000,1.8042927336134016,0.0,1132
5700000,1.6274221380974632,0.0,1133
5800000,1.771988271290902,0.0,1133
5900000,1.6029477645976293,0.0,1134
6000000,1.0599327150062163,0.0,1134
6100000,1.7590574499114882,0.0,1135
6200000,1.6130001256184188,0.0,1135
6300000,1.7039123549708166,0.0,1135
6400000,1.5176041367894504,0.0,1135
6500000,1.5215570182632654,0.0,1136
6600000,1.648864372103708,0.0,1137
6700000,1.637277364602778,0.0,1137
6800000,1.6685969813668635,0.0,1138
6900000,1.6721279620414133,0.0,1138
7000000,1.4147997452865821,0.0,1138
7100000,1.5269684316939673,0.0,1139
7200000,1.6140766940102913,0.0,1139
7300000,1.6774171732342802,0.0,1140
7400000,1.6338017233985012,0.0,1141
7500000,1.5765304653102066,0.0,1142
7600000,1.6576198959548492,0.0,1144
